RA,IAA,IEG,IPS,IDA,IPV,IAN,INDE,Fase,Pedra,Idade,Gênero,Atingiu PV,IPP,Escola,Ano,Tipo_Escola,Risco_Defasagem,delta_IDA,is_new
RA-831,10.002,9.523809524,6.26,7.75,8.17,5.0,8.0066285715,1K,Topázio,10.0,Masculino,,7.916666667,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,1,-0.5500000000000007,0
RA-832,10.0,9.2,7.5,8.8,8.833,5.0,8.179,,,9.0,Masculino,Sim,,,2022,Privada,1,0.0,1
RA-832,10.0,9.5,7.52,8.5,8.283333333,5.0,8.2697,FASE 1,Topázio,10.0,Masculino,,7.708333333,,2023,Privada,1,-0.3000000000000007,0
RA-832,9.002,8.695652174,7.51,8.0,7.5,10.0,8.2403304348,2U,Topázio,11.0,Masculino,,7.5,EE Helio Luiz Dobrochinski Prof,2024,Pública,0,-0.5,0
RA-833,10.0,9.5,7.5,7.8,7.583,5.0,7.791,,,9.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-833,10.0,9.5,3.77,7.4,8.56,5.0,7.81295,FASE 1,Ametista,,Masculino,,8.4375,,2023,Privada,1,-0.39999999999999947,0
RA-833,9.002,9.3271221535,7.51,8.0,7.946666667,10.0,8.5184577641,2U,Topázio,11.0,Masculino,,8.125,EM Cecilia Cristina de Oliveira Rodrigues,2024,Privada,0,0.5999999999999996,0
RA-834,9.0,9.0,7.5,9.0,9.083,5.0,8.136,,,9.0,Masculino,Sim,,,2022,Privada,1,0.0,1
RA-834,9.0,9.9,6.27,9.2,9.283333333,5.0,8.662616667,FASE 1,Topázio,,Masculino,,9.6875,,2023,Privada,1,0.1999999999999993,0
RA-834,8.002,9.109730849,6.26,8.75,8.723333333,10.0,8.513646169700001,2L,Topázio,11.0,Masculino,,7.708333333,EE Maria André Schunck Dona,2024,Pública,0,-0.4499999999999993,0
RA-835,6.9,7.3,7.5,7.5,6.667,10.0,7.263,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-835,8.0,8.5,7.52,8.7,7.835,10.0,8.2467,ALFA,Topázio,8.0,Masculino,,6.875,,2023,Privada,0,1.1999999999999993,0
RA-836,8.5,8.3,7.5,9.2,7.583,5.0,7.665,,,9.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-836,9.5,9.6,6.27,6.7,8.085,5.0,7.6417,ALFA,Ametista,,Masculino,,6.875,,2023,Privada,1,-2.499999999999999,0
RA-836,9.502,6.439393939,7.51,2.75,6.25,5.0,6.0234537878,1J,Agata,11.0,Masculino,,7.34375,EE João Ortiz Rodrigues,2024,Pública,1,-3.95,0
RA-837,8.5,9.0,7.5,8.8,7.5,10.0,8.207,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-837,9.0,9.3,7.52,7.0,7.836666667,10.0,8.2712,FASE 1,Topázio,,Masculino,,7.916666667,,2023,Privada,0,-1.8000000000000007,0
RA-837,7.502,9.782608695499999,6.885,6.75,7.5825,10.0,7.9648467391,2G,Ametista,10.0,Masculino,,7.03125,EM Maria Ignez Concelles Irma Ines,2024,Privada,0,-0.25,0
RA-838,10.0,7.4,7.5,6.3,9.417,5.0,7.461,,,9.0,Masculino,Sim,,,2022,Privada,1,0.0,1
RA-839,0.0,5.1,7.5,5.4,6.583,5.0,5.198,,,9.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-84,7.1,8.8,5.0,5.8,6.75,5.0,6.682,5,Ametista,17.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-84,0.0,8.8,2.52,6.0,7.6725,5.0,6.034416667,FASE 6,Agata,,Feminino,,7.8125,,2023,Privada,1,0.20000000000000018,0
RA-840,9.0,8.2,7.5,7.8,7.5,10.0,7.875,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-840,9.5,9.0,4.38,8.2,8.59,5.0,7.7862,ALFA,Ametista,,Masculino,,7.5,,2023,Privada,1,0.39999999999999947,0
RA-840,9.502,9.337121212,7.51,8.0,7.946666667,10.0,8.5912909091,1G,Topázio,10.0,Masculino,,8.333333333,EM Maria Ignez Concelles Irma Ines,2024,Privada,0,-0.1999999999999993,0
RA-841,8.5,8.5,7.5,7.2,7.5,5.0,7.3,,,11.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-841,0.0,7.2,7.52,6.9,9.84,5.0,6.78,ALFA,Agata,11.0,Masculino,,7.5,,2023,Privada,1,-0.2999999999999998,0
RA-841,10.002,6.3272311215000006,7.51,3.25,5.83,5.0,6.035771224300001,2H,Agata,12.0,Masculino,,7.03125,EE João Ortiz Rodrigues,2024,Pública,1,-3.6500000000000004,0
RA-842,7.5,8.3,7.5,9.1,8.25,10.0,7.952,,,8.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-842,9.0,8.5,3.77,7.9,8.01,5.0,7.2117,ALFA,Ametista,9.0,Feminino,,5.625,,2023,Privada,1,-1.1999999999999993,0
RA-842,8.502,7.549407115,6.26,7.5,6.996666667,5.0,7.072914756400001,1G,Ametista,10.0,Feminino,,6.875,EM Etelvina Delfim Simões,2024,Privada,1,-0.40000000000000036,0
RA-843,8.5,9.0,7.5,9.2,8.417,10.0,8.538,,,8.0,Feminino,Sim,,,2022,Privada,0,0.0,1
RA-844,0.0,5.0,8.1,5.9,8.333,10.0,6.253,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-845,10.0,8.8,7.5,8.7,8.417,10.0,8.491,,,8.0,Feminino,Sim,,,2022,Privada,0,0.0,1
RA-846,9.0,7.2,7.5,5.9,7.917,10.0,7.412,,,7.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-846,9.5,8.2,3.77,6.0,8.67,10.0,7.4637,ALFA,Ametista,8.0,Feminino,,5.625,,2023,Privada,0,0.09999999999999964,0
RA-847,7.9,8.2,4.4,7.7,7.417,5.0,6.839,,,9.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-847,7.9,9.1,2.52,7.6,5.84,5.0,6.5418,ALFA,Agata,10.0,Masculino,,5.0,,2023,Privada,1,-0.10000000000000053,0
RA-847,9.002,4.5454545455,5.01,1.0,6.245,5.0,5.009290909100001,1D,Quartzo,11.0,Masculino,,7.5,EE Paschoal Carlos Magno,2024,Pública,1,-6.6,0
RA-848,9.5,7.0,7.5,9.0,7.833,5.0,7.488,,,9.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-849,8.5,8.3,7.5,9.1,7.417,5.0,7.369,,,9.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-85,6.7,7.3,5.0,4.3,5.833,10.0,6.243,5,,15.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-85,8.8,8.9,6.27,5.7,7.8425,5.0,7.08435,FASE 5,Ametista,16.0,Masculino,,5.9375,,2023,Privada,1,1.4000000000000004,0
RA-85,8.334,8.668046928999999,3.755,7.666666666666667,6.993333333,5.0,6.999509385733333,5N,Agata,17.0,Masculino,,6.25,EE Maria André Schunck Dona,2024,Pública,1,1.9666666666666668,0
RA-850,10.0,7.3,7.5,8.5,7.167,10.0,7.641,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-850,0.0,7.9,6.26,7.3,6.265,5.0,6.06525,ALFA,Agata,9.0,Masculino,,6.5625,,2023,Privada,1,-1.2000000000000002,0
RA-850,10.002,9.2727272725,6.255,7.75,7.92,5.0,7.864245454500001,1C,Ametista,10.0,Masculino,,7.5,EE Chácara Florida II,2024,Pública,1,0.4500000000000002,0
RA-851,9.0,7.9,7.5,8.3,6.583,10.0,7.515,,,8.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-851,8.4,7.5,2.52,6.6,6.01,5.0,6.1683,ALFA,Agata,,Masculino,,5.625,,2023,Privada,1,-1.700000000000001,0
RA-851,9.002,7.3221343875,5.63,6.0,5.106666667,5.0,6.2114602109,1B,Agata,10.0,Masculino,,5.625,EM Eurides José Amorim,2024,Privada,1,-0.5999999999999996,0
RA-852,9.0,6.8,5.0,2.1,5.5,10.0,5.666,,,7.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-853,10.0,9.6,7.5,8.5,8.5,10.0,8.616,,,8.0,Feminino,Sim,,,2022,Privada,0,0.0,1
RA-853,10.0,9.5,3.77,7.4,9.84,5.0,7.8402,ALFA,Ametista,9.0,Feminino,,6.25,,2023,Privada,1,-1.0999999999999996,0
RA-853,8.502,9.5833333335,6.26,6.25,7.553333333,10.0,7.986866666600001,1G,Ametista,10.0,Feminino,,8.333333333,EM Maria Ignez Concelles Irma Ines,2024,Privada,0,-1.1500000000000004,0
RA-854,8.0,9.0,7.5,9.3,7.167,10.0,8.098,,,8.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-854,0.0,9.5,3.77,6.0,8.01,10.0,6.6415,ALFA,Agata,,Feminino,,5.625,,2023,Privada,0,-3.3000000000000007,0
RA-854,9.502,10.0,6.26,7.0,6.333333333,10.0,7.826199999900001,1G,Ametista,9.0,Feminino,,5.833333333,EM Maria Ignez Concelles Irma Ines,2024,Privada,0,1.0,0
RA-855,10.0,9.6,7.5,9.7,9.0,5.0,8.453,,,9.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-855,9.5,10.0,7.52,6.8,8.67,10.0,8.62995,FASE 1,Topázio,9.0,Feminino,,8.4375,,2023,Privada,0,-2.8999999999999995,0
RA-855,9.002,10.0,7.51,8.5,7.386666667,10.0,8.578533333400001,2I,Topázio,10.0,Feminino,,7.5,EE Dom Pedro Villas Boas de Souza,2024,Pública,0,1.7000000000000002,0
RA-856,10.0,9.1,7.5,8.4,8.0,10.0,8.398,,,7.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-856,0.0,9.6,7.52,7.3,8.255,10.0,7.3355,ALFA,Ametista,,Masculino,,5.625,,2023,Privada,0,-1.1000000000000005,0
RA-857,8.5,8.9,7.5,9.5,9.083,5.0,8.154,,,9.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-857,8.5,9.0,7.52,8.5,9.01,5.0,8.1442,ALFA,Topázio,9.0,Feminino,,7.5,,2023,Privada,1,-1.0,0
RA-858,10.0,7.1,5.6,7.7,7.333,10.0,7.523,,,7.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-858,0.0,8.1,3.77,9.3,7.946666667,10.0,7.248833333,ALFA,Ametista,,Masculino,,8.125,,2023,Privada,0,1.6000000000000005,0
RA-858,9.002,6.833333333500001,2.51,8.25,7.5,5.0,6.917866666700001,ALFA,Agata,9.0,Masculino,,7.5,EE Dom Pedro Villas Boas de Souza,2024,Pública,1,-1.0500000000000007,0
RA-859,8.5,8.7,7.5,8.9,8.25,10.0,8.325,,,7.0,Feminino,Não,,,2022,Privada,0,0.0,1
RA-859,8.0,9.2,7.52,7.3,10.01,10.0,8.6042,ALFA,Topázio,8.0,Feminino,,7.5,,2023,Privada,0,-1.6000000000000005,0
RA-859,8.002,9.337121212,7.51,8.0,8.336666667,10.0,8.5817909091,1G,Topázio,9.0,Feminino,,8.958333333,EM Maria Ignez Concelles Irma Ines,2024,Privada,0,0.7000000000000002,0
RA-86,7.5,9.6,5.6,6.7,8.458,5.0,7.566,5,Topázio,16.0,Masculino,Sim,,,2022,Privada,1,0.0,1
RA-86,8.3,,6.89,,,10.0,,FASE 7,,,Masculino,,,,2023,Privada,0,0.0,0
RA-86,6.667,9.704333333,6.57,5.483333333333333,7.5,10.0,7.611233333266666,7E,Ametista,18.0,Masculino,,7.5,FIAP School - SP,2024,Privada,0,0.0,0
RA-860,9.5,8.5,7.5,8.1,7.75,10.0,8.136,,,7.0,Masculino,Não,,,2022,Privada,0,0.0,1
RA-860,7.0,9.8,6.89,7.4,8.34,10.0,8.2372,ALFA,Topázio,,Masculino,,7.5,,2023,Privada,0,-0.6999999999999993,0
RA-860,9.002,9.7916666665,7.51,8.5,7.946666667,10.0,8.7738666667,1G,Topázio,9.0,Masculino,,8.75,EM Maria Ignez Concelles Irma Ines,2024,Privada,0,1.0999999999999996,0
RA-861,9.5,10.0,8.13,9.6,8.92,10.0,9.31095,ALFA,Topázio,8.0,Feminino,,8.4375,,2023,Privada,0,0.0,1
RA-861,9.502,10.0,7.51,10.0,9.73,5.0,8.959700000000002,ALFA,Topázio,9.0,Feminino,,8.125,EE Dom Pedro Villas Boas de Souza,2024,Pública,1,0.40000000000000036,0
RA-862,8.5,9.1,8.14,8.9,8.585,5.0,8.2212,ALFA,Topázio,9.0,Masculino,,7.5,,2023,Privada,1,0.0,1
RA-862,9.002,8.6136363635,7.51,7.5,6.27,5.0,7.346677272700001,ALFA,Ametista,10.0,Masculino,,7.1875,EE Dom Pedro Villas Boas de Souza,2024,Pública,1,-1.4000000000000004,0
RA-863,0.0,7.6,3.14,6.3,6.26,10.0,5.92975,ALFA,Quartzo,7.0,Masculino,,5.9375,,2023,Privada,0,0.0,1
RA-863,8.502,3.159090909,2.51,5.5,4.333333333,5.0,4.6684348484000004,ALFA,Quartzo,8.0,Masculino,,4.6875,EE Dom Pedro Villas Boas de Souza,2024,Pública,1,-0.7999999999999998,0
RA-864,0.0,7.6,8.14,6.3,8.5,10.0,7.034,ALFA,Ametista,,Feminino,,7.5,,2023,Privada,0,0.0,1
RA-865,8.5,8.7,7.52,7.4,7.915,10.0,8.1552,ALFA,Topázio,8.0,Masculino,,7.5,,2023,Privada,0,0.0,1
RA-866,0.0,8.3,8.76,8.6,8.415,10.0,7.679,ALFA,Ametista,,Feminino,,7.5,,2023,Privada,0,0.0,1
RA-867,9.0,8.6,8.76,8.9,8.415,10.0,8.6992,ALFA,Topázio,8.0,Masculino,,7.5,,2023,Privada,0,0.0,1
RA-867,9.002,7.409090909,7.51,8.5,7.5,5.0,7.583018181800001,ALFA,Ametista,9.0,Masculino,,7.5,EE Dom Pedro Villas Boas de Souza,2024,Pública,1,-0.40000000000000036,0
RA-868,10.0,9.5,8.76,7.1,8.67,10.0,8.63895,ALFA,Topázio,,Masculino,,7.1875,,2023,Privada,0,0.0,1
RA-868,8.002,9.75,3.76,7.0,7.213333333,5.0,7.156366666600001,ALFA,Ametista,8.0,Masculino,,6.875,EE Chácara Florida II,2024,Pública,1,-0.09999999999999964,0
RA-869,9.0,10.0,8.76,9.6,8.75,10.0,9.2587,ALFA,Topázio,8.0,Feminino,,8.125,,2023,Privada,0,0.0,1
RA-87,8.3,9.6,7.5,8.8,8.5,10.0,8.712,5,,15.0,Masculino,Sim,,,2022,Privada,0,0.0,1
RA-87,7.5,10.0,5.63,9.3,8.385,10.0,8.6625,FASE 6,Topázio,16.0,Masculino,,8.125,,2023,Privada,0,0.5,0
RA-87,8.751,9.649122807,9.375,9.166666666666666,9.623333333,10.0,9.437924561333332,7A,Topázio,17.0,Masculino,,9.375,Colégio Arco Íris Evolução,2024,Privada,0,-0.13333333333333464,0
RA-870,0.0,8.5,8.76,1.5,5.165,5.0,4.909,ALFA,Quartzo,9.0,Feminino,,5.0,,2023,Privada,1,0.0,1
RA-871,9.0,9.5,3.76,6.9,6.84,5.0,6.8617,ALFA,Agata,9.0,Masculino,,4.375,,2023,Privada,1,0.0,1
RA-871,8.502,9.328063240999999,4.38,7.25,5.783333333,10.0,7.2917293147999995,1B,Ametista,10.0,Masculino,,5.3125,EE Chácara Florida II,2024,Pública,0,0.34999999999999964,0
RA-872,0.0,6.7,2.52,4.3,8.5,5.0,5.267,ALFA,Quartzo,10.0,Feminino,,6.25,,2023,Privada,1,0.0,1
RA-873,8.5,9.7,7.52,7.0,8.67,5.0,7.8012,ALFA,Ametista,,Feminino,,6.25,,2023,Privada,1,0.0,1
RA-873,8.002,10.0,6.88,6.75,7.77,5.0,7.61095,1B,Ametista,12.0,Feminino,,7.1875,EE Olivia de Faria Nogueira,2024,Pública,1,-0.25,0
RA-874,0.0,8.2,7.52,4.8,6.67,5.0,5.811,ALFA,Quartzo,9.0,Masculino,,6.25,,2023,Privada,1,0.0,1
RA-874,9.502,4.696969697,6.26,7.75,7.915,5.0,7.0235939394,1E,Ametista,10.0,Masculino,,8.75,EE Chácara Florida II,2024,Pública,1,2.95,0
RA-875,9.5,9.5,7.52,7.3,9.845,5.0,8.2712,ALFA,Topázio,9.0,Masculino,,7.5,,2023,Privada,1,0.0,1
RA-876,10.0,9.4,7.52,7.5,8.835,10.0,8.6492,ALFA,Topázio,,Masculino,,7.5,,2023,Privada,0,0.0,1
RA-876,8.502,9.0476190475,7.51,3.75,8.09,10.0,7.612057142800001,1K,Ametista,9.0,Masculino,,8.333333333,EM Etelvina Delfim Simões,2024,Privada,0,-3.75,0
RA-877,9.5,9.5,7.52,6.9,7.5,5.0,7.4722,ALFA,Ametista,9.0,Masculino,,5.0,,2023,Privada,1,0.0,1
RA-878,0.0,9.5,2.52,8.1,7.34,5.0,6.24,ALFA,Agata,10.0,Masculino,,5.0,,2023,Privada,1,0.0,1
RA-878,9.002,6.1363636360000005,4.38,6.75,6.996666667,5.0,6.5335560606000005,1B,Agata,11.0,Masculino,,7.1875,EE Chácara Florida II,2024,Pública,1,-1.3499999999999996,0
RA-879,0.0,9.8,2.52,8.2,8.915,5.0,6.8225,ALFA,Agata,,Feminino,,6.875,,2023,Privada,1,0.0,1
RA-879,9.502,9.090909091,6.26,8.5,8.67,5.0,8.1096318182,1A,Topázio,10.0,Feminino,,7.8125,EM Etelvina Delfim Simões,2024,Privada,1,0.3000000000000007,0
RA-88,7.1,9.2,5.6,6.5,9.208,5.0,7.498,5,,17.0,Masculino,Sim,,,2022,Privada,1,0.0,1
RA-88,,,,,,10.0,,FASE 8,,18.0,Masculino,,,,2023,Privada,0,0.0,0
RA-88,,0.0,,,,10.0,,8E,,19.0,Masculino,,,Faculdade FIAP,2024,Privada,0,0.0,0
RA-880,0.0,9.4,2.52,6.3,8.585,10.0,6.724,ALFA,Agata,7.0,Feminino,,6.25,,2023,Privada,0,0.0,1
RA-880,9.502,8.445652174,2.51,6.5,7.22,5.0,6.853080434800001,ALFA,Agata,8.0,Feminino,,7.1875,EE Chácara Florida II,2024,Pública,1,0.20000000000000018,0
RA-881,10.0,8.9,7.52,7.3,6.25,10.0,7.7322,ALFA,Ametista,8.0,Masculino,,5.0,,2023,Privada,0,0.0,1
RA-882,9.0,8.6,2.52,4.7,4.16,10.0,6.0092,ALFA,Agata,8.0,Feminino,,3.75,,2023,Privada,0,0.0,1
RA-883,9.5,9.7,6.89,8.4,8.17,10.0,8.5082,ALFA,Topázio,,Feminino,,6.25,,2023,Privada,0,0.0,1
RA-884,9.0,9.7,4.39,8.8,8.66,10.0,8.4587,ALFA,Topázio,,Feminino,,6.875,,2023,Privada,0,0.0,1
RA-884,10.002,8.818181818,6.26,8.75,8.223333333,5.0,8.0345030302,ALFA,Topázio,8.0,Feminino,,7.5,EM Pedro Antonio de Almeida,2024,Privada,1,-0.05000000000000071,0
RA-885,9.0,9.8,7.52,8.7,8.665,10.0,8.8252,ALFA,Topázio,7.0,Masculino,,7.5,,2023,Privada,0,0.0,1
RA-885,8.502,10.0,7.51,8.5,8.28,5.0,8.2072,ALFA,Topázio,9.0,Masculino,,7.5,EE Dom Pedro Villas Boas de Souza,2024,Pública,1,-0.1999999999999993,0
RA-886,8.5,9.4,7.52,8.1,9.0,10.0,8.6422,ALFA,Topázio,,Feminino,,7.5,,2023,Privada,0,0.0,1
RA-886,9.502,10.0,8.13,8.75,8.28,5.0,8.419200000000002,ALFA,Topázio,8.0,Feminino,,7.5,EM Etelvina Delfim Simões,2024,Privada,1,0.6500000000000004,0
RA-887,8.9,8.9,7.52,8.4,9.09,10.0,8.6718,ALFA,Topázio,8.0,Masculino,,7.5,,2023,Privada,0,0.0,1
RA-888,9.0,10.0,7.52,8.8,8.83,10.0,8.9182,ALFA,Topázio,,Masculino,,7.5,,2023,Privada,0,0.0,1
RA-888,9.002,10.0,6.88,8.5,8.28,5.0,8.1942,ALFA,Topázio,8.0,Masculino,,7.5,EE Dom Pedro Villas Boas de Souza,2024,Pública,1,-0.3000000000000007,0
RA-889,8.5,9.5,6.89,9.1,9.0,10.0,8.8092,ALFA,Topázio,,Masculino,,7.5,,2023,Privada,0,0.0,1
RA-889,8.502,9.2954545455,6.26,9.75,8.28,5.0,8.191290909100001,ALFA,Topázio,9.0,Masculino,,7.5,EM Maria Ignez Concelles Irma Ines,2024,Privada,1,0.6500000000000004,0
RA-89,9.6,7.8,7.5,5.9,8.0,5.0,7.323,5,,16.0,Masculino,Não,,,2022,Privada,1,0.0,1
RA-89,8.3,8.1,5.0,5.1,7.465,5.0,6.700775,FASE 6,Agata,17.0,Masculino,,7.34375,,2023,Privada,1,-0.8000000000000007,0
RA-890,0.0,9.1,2.52,8.3,8.16,10.0,6.989,ALFA,Agata,8.0,Masculino,,6.25,,2023,Privada,0,0.0,1
RA-891,9.5,9.5,6.89,7.5,7.995,5.0,7.8882,ALFA,Ametista,,Feminino,,7.5,,2023,Privada,1,0.0,1
RA-891,10.002,9.0454545455,6.26,8.75,8.003333333,5.0,8.035957575700001,ALFA,Topázio,10.0,Feminino,,7.5,EE Chácara Florida II,2024,Pública,1,1.25,0
RA-892,8.0,9.6,6.89,8.3,10.01,10.0,8.8112,ALFA,Topázio,8.0,Masculino,,7.5,,2023,Privada,0,0.0,1
RA-892,8.002,10.0,7.51,8.75,7.92,10.0,8.697700000000001,1C,Topázio,9.0,Masculino,,8.125,EE Dom Pedro Villas Boas de Souza,2024,Pública,0,0.4499999999999993,0
RA-893,9.5,10.0,7.52,9.3,10.01,5.0,8.8042,ALFA,Topázio,,Masculino,,7.5,,2023,Privada,1,0.0,1
RA-893,9.002,10.0,7.51,9.25,7.886666667,10.0,8.8910333334,1B,Topázio,10.0,Masculino,,8.125,EE Chácara Florida II,2024,Pública,0,-0.05000000000000071,0
RA-894,9.5,9.9,7.52,9.4,10.01,5.0,8.8142,ALFA,Topázio,9.0,Feminino,,7.5,,2023,Privada,1,0.0,1
RA-894,10.002,10.0,7.51,9.5,8.42,5.0,8.67895,1C,Topázio,10.0,Feminino,,8.4375,EE Dom Pedro Villas Boas de Souza,2024,Pública,1,0.09999999999999964,0
RA-895,9.5,9.5,7.52,6.8,9.5,10.0,8.5397,ALFA,Topázio,8.0,Feminino,,6.875,,2023,Privada,0,0.0,1
RA-895,9.502,9.5454545455,6.26,9.5,8.113333333,5.0,8.2579575757,ALFA,Topázio,9.0,Feminino,,7.5,EE Dom Pedro Villas Boas de Souza,2024,Pública,1,2.7,0
RA-896,9.5,10.0,6.89,8.5,10.01,10.0,9.0912,ALFA,Topázio,7.0,Masculino,,7.5,,2023,Privada,0,0.0,1
RA-896,8.502,9.7727272725,7.51,6.5,8.085,10.0,8.2852454545,1C,Topázio,8.0,Masculino,,8.125,EE Dom Pedro Villas Boas de Souza,2024,Pública,0,-2.0,0
RA-897,0.0,8.1,7.52,6.5,3.32,5.0,5.48225,ALFA,Quartzo,,Masculino,,6.5625,,2023,Privada,1,0.0,1
RA-897,7.002,2.7525252525,2.51,6.0,6.66,5.0,5.2212050505,ALFA,Quartzo,10.0,Masculino,,6.875,EE Francisco de Paula Teixeira,2024,Pública,1,-0.5,0
RA-898,9.0,9.8,3.77,9.4,10.01,5.0,8.4217,ALFA,Topázio,,Masculino,,8.125,,2023,Privada,1,0.0,1
RA-898,6.418,10.0,7.51,7.5,8.616666667,5.0,7.8661333334000005,1B,Ametista,10.0,Masculino,,7.5,EE Dom Pedro Villas Boas de Souza,2024,Pública,1,-1.9000000000000004,0
RA-899,10.0,9.8,3.77,9.5,9.34,10.0,8.8452,ALFA,Topázio,8.0,Masculino,,7.5,,2023,Privada,0,0.0,1
RA-899,10.002,9.1007905135,5.635,8.25,7.893333333,10.0,8.425024769300002,1B,Topázio,9.0,Masculino,,8.125,EE Chácara Florida II,2024,Pública,0,-1.25,0
RA-9,8.8,9.5,7.5,6.7,9.5,5.0,8.109,7,Ametista,18.0,Feminino,Sim,,,2022,Privada,1,0.0,1
RA-90,10.0,9.7,9.4,8.5,9.75,10.0,9.442,5,Topázio,13.0,Feminino,Sim,,,2022,Privada,0,0.0,1
RA-90,10.0,9.6,7.52,7.7,8.1725,10.0,8.699408333,FASE 5,Topázio,14.0,Feminino,,8.59375,,2023,Privada,0,-0.7999999999999998,0
RA-90,10.002,9.0,6.885,8.066666666666666,7.5,10.0,8.352033333333335,7E,Topázio,15.0,Feminino,,7.5,Colégio Poliedro - SP,2024,Privada,0,0.36666666666666625,0
RA-900,9.0,9.8,9.38,7.8,8.67,10.0,8.8947,ALFA,Topázio,8.0,Feminino,,8.125,,2023,Privada,0,0.0,1
RA-900,9.002,9.318181818,8.13,8.5,8.563333333,10.0,8.802003030200002,1B,Topázio,9.0,Feminino,,8.125,EE Dom Pedro Villas Boas de Souza,2024,Pública,0,0.7000000000000002,0
RA-901,8.5,8.7,3.77,7.5,8.595,5.0,7.3112,ALFA,Ametista,10.0,Masculino,,6.25,,2023,Privada,1,0.0,1
RA-902,10.0,9.3,2.52,3.9,6.5,2.5,5.97345,ALFA,Quartzo,12.0,Masculino,,5.3125,,2023,Privada,1,0.0,1
RA-903,10.0,9.6,5.02,7.8,9.01,10.0,8.5242,ALFA,Topázio,,Feminino,,7.5,,2023,Privada,0,0.0,1
RA-903,10.002,9.7727272725,7.505,5.0,7.946666667,10.0,8.0758287879,1B,Topázio,9.0,Feminino,,7.8125,EE Dom Pedro Villas Boas de Souza,2024,Pública,0,-2.8,0
RA-904,9.0,9.3,7.52,6.4,7.836666667,10.0,8.140783333,ALFA,Topázio,,Feminino,,7.8125,,2023,Privada,0,0.0,1
RA-904,9.502,8.75,7.51,6.0,8.67,5.0,7.6352,ALFA,Ametista,8.0,Feminino,,7.5,EE Chácara Florida II,2024,Pública,1,-0.40000000000000036,0
RA-905,9.5,9.4,7.52,8.3,7.056666667,5.0,7.831033333,ALFA,Ametista,9.0,Masculino,,6.875,,2023,Privada,1,0.0,1
RA-905,9.002,7.7794117645,7.51,3.0,6.99,5.0,6.3925823529,ALFA,Agata,10.0,Masculino,,6.875,EM Pedro Antonio de Almeida,2024,Privada,1,-5.300000000000001,0
RA-906,7.5,9.2,7.52,8.6,6.95,10.0,8.1922,ALFA,Topázio,,Masculino,,7.5,,2023,Privada,0,0.0,1
RA-907,9.5,9.6,7.52,9.3,8.336666667,10.0,8.962033333,ALFA,Topázio,8.0,Feminino,,8.125,,2023,Privada,0,0.0,1
RA-907,9.002,8.9444444445,7.51,8.75,7.5,5.0,7.9400888889,ALFA,Ametista,9.0,Feminino,,7.5,EE Dom Pedro Villas Boas de Souza,2024,Pública,1,-0.5500000000000007,0
RA-908,9.0,9.0,7.52,7.9,8.223333333,10.0,8.479366667,ALFA,Topázio,,Feminino,,8.125,,2023,Privada,0,0.0,1
RA-908,8.502,8.14171123,7.51,4.75,6.83,5.0,6.764292246,ALFA,Agata,9.0,Feminino,,7.1875,EE Joaquim Mendes Feliz,2024,Pública,1,-3.1500000000000004,0
RA-909,10.0,9.9,7.52,9.2,8.056666667,5.0,8.486033333,ALFA,Topázio,10.0,Feminino,,8.125,,2023,Privada,1,0.0,1
RA-909,10.002,8.1666666665,7.51,8.25,7.5,5.0,7.722033333300001,ALFA,Ametista,11.0,Feminino,,6.875,EE Dom Pedro Villas Boas de Souza,2024,Pública,1,-0.9499999999999993,0
RA-91,9.2,5.7,5.6,6.6,7.125,5.0,6.645,5,Ametista,16.0,Feminino,Não,,,2022,Privada,1,0.0,1
RA-91,10.0,7.4,6.89,7.4,7.4675,5.0,7.42395,FASE 6,Ametista,,Feminino,,7.8125,,2023,Privada,1,0.8000000000000007,0
RA-91,10.002,7.476190476333334,5.635,7.333333333333333,8.068,5.0,7.426704761933335,6L,Ametista,18.0,Feminino,,7.875,Colégio Arco Íris Evolução,2024,Privada,1,-0.06666666666666732,0
